"text","group","id","time","partner_id","turn","seller","study","study_group","span","timeFraction"
"Hi! ||Hi! ",114,"YBV7V "," 2:12:55 PM ","R7RXA ",3,1,"two","two_114",20,0.0404040404040404
"Hello. $300 is just too much for me to pay. You can't guarantee that someone online will buy it. I'll give you $270 right here, right now. ",114,"R7RXA "," 2:13:46 PM ","YBV7V ",4,0,"two","two_114",71,0.143434343434343
"I unfortunately do have bids online for $300! I further believe that the rarity of this book makes it worth even more but because you are such a kind customer I believe $300 is more than fair. ||I further bought this book for even more but will give you a good price because you are so awesome =) ",114,"YBV7V "," 2:14:56 PM ","R7RXA ",5,1,"two","two_114",141,0.284848484848485
"If you sell the book online, you have to deal with going to the post office to ship it and waiting for the payment to be processed. It's much easier for you to sell it to me now. ||What about $275 ",114,"R7RXA "," 2:17:07 PM ","YBV7V ",6,0,"two","two_114",272,0.549494949494949
"Because you clearly know your books so well I believe this is a disservice to the beauty and rarity of this book ||I can't take less than $300. It has been valued at more than double this price so I am giving you a very good deal! ",114,"YBV7V "," 2:17:42 PM ","R7RXA ",7,1,"two","two_114",307,0.62020202020202
"It's  not that rare, I used to have the same copy. ",114,"R7RXA "," 2:18:33 PM ","YBV7V ",8,0,"two","two_114",358,0.723232323232323
"And you sold your other copy? ",114,"YBV7V "," 2:18:55 PM ","R7RXA ",9,1,"two","two_114",380,0.767676767676768
"Yes. For $250. ",114,"R7RXA "," 2:19:13 PM ","YBV7V ",10,0,"two","two_114",398,0.804040404040404
"For a book that is worth $600-$800! ||I will give it to you for $290. This book is in pristine condition. ",114,"YBV7V "," 2:19:35 PM ","R7RXA ",11,1,"two","two_114",420,0.848484848484849
"We both know it's not worth such a high price alone. Let's just settle this. I'll take the $300 offer. ",114,"R7RXA "," 2:20:32 PM ","YBV7V ",12,0,"two","two_114",477,0.963636363636364
"Done. ",114,"YBV7V "," 2:20:38 PM ","R7RXA ",13,1,"two","two_114",483,0.975757575757576
"Great. ",114,"R7RXA "," 2:20:44 PM ","YBV7V ",14,0,"two","two_114",489,0.987878787878788
"$300. ",114,"YBV7V "," 2:20:47 PM ","R7RXA ",15,1,"two","two_114",492,0.993939393939394
"Yep ",114,"R7RXA "," 2:20:50 PM ","YBV7V ",16,0,"two","two_114",495,1
"Hello, how are you doing today on this beautiful morning? I hope you're doing well. I would like to offer $250 for the book. Thank you.",115,"AVP4T ","0","ZB2TP ",1,0,"two","two_115",0,0
"Hello, I'm doing well, I hope you are as well. The market price is $500 for this book, but would be willing to negotiate. How does $450 sound?",115,"ZB2TP ","0","AVP4T ",2,1,"two","two_115",10,0.0769230769230769
"Hello, how are you doing? The market price is $500 for the book but I'm willing to negotiate $450. How does that sound to you? ",115,"ZB2TP "," 2:15:18 PM ","AVP4T ",3,1,"two","two_115",20,0.153846153846154
"Thanks for being willing to negotiate, $450 is out of my budget range, but would you be able to do around $350? ",115,"AVP4T "," 2:15:32 PM ","ZB2TP ",4,0,"two","two_115",34,0.261538461538462
"Would you be willing to do $400? Meet halfway? ",115,"ZB2TP "," 2:16:17 PM ","AVP4T ",5,1,"two","two_115",79,0.607692307692308
"Yes, I'd be able to do that! ",115,"AVP4T "," 2:16:46 PM ","ZB2TP ",6,0,"two","two_115",108,0.830769230769231
"Great! Agreed on $400 ||Will click the blue button now, bye! ",115,"ZB2TP "," 2:16:56 PM ","AVP4T ",7,1,"two","two_115",118,0.907692307692308
"Thanks! Have a good one! ",115,"AVP4T "," 2:17:08 PM ","ZB2TP ",8,0,"two","two_115",130,1
"Good morning!  I'noticed that you have a book that I would like to purchase.  The books seems to be in good condition and well cared for.  I would like to purchase your book for $250.00.  I have a certified check ready to be made out to you in order to complete this transaction.  Thank You very much!",116,"SG59A ","0","NNWK6 ",1,0,"two","two_116",0,0
"Good morning! I acquired the book recently and it really is in great condition! It has really nice detailing and is quite a rare find. Because it is such a high quality book, I'd like to sell it for a higher price, and I know other buyers who are willing to pay more",116,"NNWK6 ","0","SG59A ",2,1,"two","two_116",10,0.0285714285714286
"Hello! As I mentioned before, I'm actually looking to sell this particular book at a higher price. Its value is definitely higher than the price you proposed, so I'm selling it for $700 ",116,"NNWK6 "," 2:20:41 PM ","SG59A ",3,1,"two","two_116",20,0.0571428571428571
"Thank you for your speedy response.  I am prepared to increase my offer to $287.50.  This is a 15% increase from my original offer.  I have also located another copy of the book, also in good condition.  Since I first started dealing with you, I'd like to finalize our transaction.  Please let me know if you'll accept my generous offer.  Thank You! ||Please also note that I am able to pay now. ",116,"SG59A "," 2:21:16 PM ","NNWK6 ",4,0,"two","two_116",55,0.157142857142857
"Your proposed price is much lower than the book's market value and what others are willing to pay, so I can't accept your current offer. ",116,"NNWK6 "," 2:23:09 PM ","SG59A ",5,1,"two","two_116",168,0.48
"I am willing to up my offer to $305.00.  Unfortunately, this is a final offer.  Please inform me of your decision as soon as possible.  Thank you! ",116,"SG59A "," 2:24:16 PM ","NNWK6 ",6,0,"two","two_116",235,0.671428571428571
"This particular copy of the book is likely in much better condition than others, and comparable copies have sold for just around $800, so I still do think that is too low. Please let me know if you can raise your offer closer to the actual value of the book. ",116,"NNWK6 "," 2:25:06 PM ","SG59A ",7,1,"two","two_116",285,0.814285714285714
"$305.00 is my final offer.  Take it or leave it. ",116,"SG59A "," 2:25:54 PM ","NNWK6 ",8,0,"two","two_116",333,0.951428571428571
"I'll sell to another buyer in that case. ",116,"NNWK6 "," 2:26:11 PM ","SG59A ",9,1,"two","two_116",350,1
"I want this book for $250. ",117,"AW868 ","0","UMDYJ ",1,0,"two","two_117",0,0
"I have online buyers who are willing to pay more than $250. My initial value for the book was $650. I would be willing to sell for $625.",117,"UMDYJ ","0","AW868 ",2,1,"two","two_117",10,0.0277777777777778
"Hello. ",117,"UMDYJ "," 2:16:21 PM ","AW868 ",3,1,"two","two_117",20,0.0555555555555556
"How about 550? ||Hi ",117,"AW868 "," 2:16:22 PM ","UMDYJ ",4,0,"two","two_117",21,0.0583333333333333
"Hi are you interested in buying the book for $625? ",117,"UMDYJ "," 2:17:25 PM ","AW868 ",5,1,"two","two_117",84,0.233333333333333
"I'm not, let me buy it for $550 ",117,"AW868 "," 2:17:44 PM ","UMDYJ ",6,0,"two","two_117",103,0.286111111111111
"$575? ",117,"UMDYJ "," 2:18:08 PM ","AW868 ",7,1,"two","two_117",127,0.352777777777778
"Can't do that. I will only go for $550 and less ",117,"AW868 "," 2:18:28 PM ","UMDYJ ",8,0,"two","two_117",147,0.408333333333333
"Ok. How about we agree on $555? ||it's not much over and i need to make a living here.. ",117,"UMDYJ "," 2:19:49 PM ","AW868 ",9,1,"two","two_117",228,0.633333333333333
"Let's do $550. ",117,"AW868 "," 2:21:26 PM ","UMDYJ ",10,0,"two","two_117",325,0.902777777777778
"alright ||deal? ",117,"UMDYJ "," 2:21:40 PM ","AW868 ",11,1,"two","two_117",339,0.941666666666667
"Ok, $550 it is. ",117,"AW868 "," 2:22:01 PM ","UMDYJ ",12,0,"two","two_117",360,1
"Hi, Can I get this book for $250?\n",118,"FR2ZD ","0","DTHRT ",1,0,"two","two_118",0,0
"Are you interested in Dickens, or the 1800s ? or the color engravings?",118,"DTHRT ","0","FR2ZD ",2,1,"two","two_118",10,0.0159489633173844
"Yes, I am interested. ||Can i get it for $250? ||I believe it will not fetch you more than that. ||Even the condition of the book is quite old. so, this is the best price the book can fetch ",118,"FR2ZD "," 2:16:27 PM ","DTHRT ",3,0,"two","two_118",20,0.0318979266347687
"Hi.  Are you mostly interested in Dickens, or the 1800s? Did you see the colored engravings? ",118,"DTHRT "," 2:18:53 PM ","FR2ZD ",4,1,"two","two_118",166,0.264752791068581
"in the dickens ",118,"FR2ZD "," 2:19:43 PM ","DTHRT ",5,0,"two","two_118",216,0.344497607655502
"If  you look online, you'll see asking prices up thru $800.  Do you have other Dickens early editions? ",118,"DTHRT "," 2:20:02 PM ","FR2ZD ",6,1,"two","two_118",235,0.374800637958533
"See, the online books are the newly printed ones. This book in particular is the old version and therefore it should be priced less. ||I want to buy this edition as  agift to my friend. ",118,"FR2ZD "," 2:21:20 PM ","DTHRT ",7,0,"two","two_118",313,0.499202551834131
"Gee, someimes in my business, older is better. But, you could have it for $350. ",118,"DTHRT "," 2:22:08 PM ","FR2ZD ",8,1,"two","two_118",361,0.575757575757576
"$350 is a little higher dont you feel. ",118,"FR2ZD "," 2:22:42 PM ","DTHRT ",9,0,"two","two_118",395,0.629984051036683
"What does your friend like?  Why do you think this is a gift she will really appreciate from  you? ",118,"DTHRT "," 2:23:16 PM ","FR2ZD ",10,1,"two","two_118",429,0.684210526315789
"She enjoyed reading this collection and she is a big fan of the author ||I feel 250$ is the apt price for this particular book ||Can we close in on that? ",118,"FR2ZD "," 2:23:43 PM ","DTHRT ",11,0,"two","two_118",456,0.727272727272727
"Well, I'm no Scrooge, but no,  I think $350 is a good price.  For her, maybe $325.  You don't want to go home with no gift after this show. ",118,"DTHRT "," 2:25:10 PM ","FR2ZD ",12,1,"two","two_118",543,0.866028708133971
"Ok. I would say lets round it up to 300? ||That would satisfy both of us ||Deal? ",118,"FR2ZD "," 2:25:45 PM ","DTHRT ",13,0,"two","two_118",578,0.921850079744817
"Deal.  And you, and she, are getting a bargain. $300 it is. ",118,"DTHRT "," 2:26:20 PM ","FR2ZD ",14,1,"two","two_118",613,0.977671451355662
"Cool. Thanks, have a good day. ",118,"FR2ZD "," 2:26:34 PM ","DTHRT ",15,0,"two","two_118",627,1
NA,119,"WGSZH ","0","7DGCK ",1,0,"two","two_119",0,0
"Hello! Thank you for the offer, but I don't think I'd be able to accept $250. I have seen this same book sell for between $400 and $800 on the market, so I'd be happy to accept $400.",119,"7DGCK ","0","WGSZH ",2,1,"two","two_119",10,0.0411522633744856
"Hello! ",119,"7DGCK "," 4:14:36 PM ","WGSZH ",3,1,"two","two_119",20,0.0823045267489712
"Hi there! Thanks for the response. ||$400 is still a tiny bit steep for me. Would you be willing to go for $350? ",119,"WGSZH "," 4:14:41 PM ","7DGCK ",4,0,"two","two_119",25,0.102880658436214
"Did you receive my last message? ",119,"7DGCK "," 4:15:06 PM ","WGSZH ",5,1,"two","two_119",50,0.205761316872428
"Yes! All I can afford right now is about $350 tops unfortunately. Would you be so kind as to offer me that slight discount? ",119,"WGSZH "," 4:16:26 PM ","7DGCK ",6,0,"two","two_119",130,0.534979423868313
"$400 is actually already pretty low for me, as this is currently the lowest selling point on the market. I would have market the book closer to $600, but I realize that this may be a bit more than you could manage. Do you think you could go to $400? ",119,"7DGCK "," 4:17:00 PM ","WGSZH ",7,1,"two","two_119",164,0.674897119341564
"Yeah that's fine. I appreciate your transparency. $400 will do. Deal? ",119,"WGSZH "," 4:18:07 PM ","7DGCK ",8,0,"two","two_119",231,0.950617283950617
"Deal. ",119,"7DGCK "," 4:18:19 PM ","WGSZH ",9,1,"two","two_119",243,1
"Hi I'm interested in purchasing this item for $250.",120,"KNM93 ","0","ME6S9 ",1,0,"two","two_120",0,0
"The best I can do is $450",120,"ME6S9 ","0","KNM93 ",2,1,"two","two_120",10,0.0248756218905473
"$250 isn't close to what I would sell it for, I'm looking for offers over $400 ",120,"ME6S9 "," 4:14:44 PM ","KNM93 ",3,1,"two","two_120",20,0.0497512437810945
"I could pay $350 for this item since there is no way to prove it's authenticity at this time ",120,"KNM93 "," 4:15:32 PM ","ME6S9 ",4,0,"two","two_120",68,0.169154228855721
"I am a highly regarded antique bookseller, you have my reputation as proof of its authenticity ||$350 is close to the mark, but I need over $400 if I'm going to part with this absolute gem of an antique Dickens ",120,"ME6S9 "," 4:16:42 PM ","KNM93 ",5,1,"two","two_120",138,0.343283582089552
"Alright, well I can do $380 ",120,"KNM93 "," 4:18:47 PM ","ME6S9 ",6,0,"two","two_120",263,0.654228855721393
"We can do the deal right now for $400 ",120,"ME6S9 "," 4:19:32 PM ","KNM93 ",7,1,"two","two_120",308,0.766169154228856
"I like $380 better, closer to my original budget of $350 for this item ",120,"KNM93 "," 4:20:17 PM ","ME6S9 ",8,0,"two","two_120",353,0.878109452736318
"Let's meet in the middle at $390 ",120,"ME6S9 "," 4:20:38 PM ","KNM93 ",9,1,"two","two_120",374,0.930348258706468
"Ok. $390 it is! ",120,"KNM93 "," 4:20:55 PM ","ME6S9 ",10,0,"two","two_120",391,0.972636815920398
"Done deal ",120,"ME6S9 "," 4:21:06 PM ","KNM93 ",11,1,"two","two_120",402,1
"Hey! I'm interested in this book, and wondering if you'd take $250 for it? ",121,"9V2RJ ","0","F5NZY ",1,0,"two","two_121",0,0
"sure",121,"F5NZY ","0","9V2RJ ",2,1,"two","two_121",10,0.185185185185185
"ok ||250 is fine ",121,"F5NZY "," 4:40:13 PM ","9V2RJ ",3,1,"two","two_121",20,0.37037037037037
"Great, thanks so much! ",121,"9V2RJ "," 4:40:47 PM ","F5NZY ",4,0,"two","two_121",54,1
"Hello! How's your day going? Hope business at the fair is going well. I am interested in purchasing this copy of a Christmas Carol. This copy is beautiful and it was one of my favorite books growing up. What is your price?",122,"2AE5K ","0","6X9TB ",1,0,"two","two_122",0,0
"Hello there! Are you enjoying the fair? The weather is beautiful today!\n\nI have here a beautiful 1846 copy of the Christmas Carol, a story by the famous Charles Dickens (which you of course know, it's a classic that everyone knows and loves)! With it's red burgundy leather finish and beautiful engraved plates, it is a truly unique item that was incredibly difficult to acquire. I only ask $400, lower than market price. What do you think?",122,"6X9TB ","0","2AE5K ",2,1,"two","two_122",10,0.0172413793103448
"Hello there, my friend! What do you think of this beautiful copy? ",122,"6X9TB "," 4:47:04 PM ","2AE5K ",3,1,"two","two_122",20,0.0344827586206897
"It is beautiful. My nephew is turning 6 next week and is learning to read. I was thinking of getting this copy for him as something we could read together! It's such a great story and teaches the necessity of kindness. Would you take $250 for it? ",122,"2AE5K "," 4:48:53 PM ","6X9TB ",4,0,"two","two_122",129,0.222413793103448
"Oh how sweet! He'll be able to experience a touch of magic when you open this story for him. What a great idea for a gift, and a great conversation piece for the adults. With market prices well over $450, I'm sorry to say I will need to ask for $400. It is a major bargain-- you will never see a copy such as this anywhere else. ||What I can tell you is that you will both get a lifetime of enjoyment from this magnificent copy, which was read by children his age more than 150 years ago. Hard to imagine! ||No other shop will be able to provide you with this book, and you seem like a caring family member who is trying to share her childhood with a little one you care about. I would love for you to have it. ",122,"6X9TB "," 4:51:04 PM ","2AE5K ",5,1,"two","two_122",260,0.448275862068966
"Hmmm... It sounds like a rare find. Amazing that such a book can STILL be applied and enjoyed to people 150 years later! Unfortunately, $400 is a little over my budget. I'm also a student, so I need to save up for books next semester. Would you be willing to part with it for $350? ||It's one less thing you'll have to pack up at the end of the fair as well! ",122,"2AE5K "," 4:53:21 PM ","6X9TB ",6,0,"two","two_122",397,0.68448275862069
"Oh, how tough. Can you believe how they price textbooks these days? My daughter is in school as well, and my younger ones are applying right now. ||I tell you what, I will offer you $370 for it. You seem like a nice person, and I understand your budget constraints. ||*will ask $370 for it ",122,"6X9TB "," 4:54:04 PM ","2AE5K ",7,1,"two","two_122",440,0.758620689655172
"You must be so proud! School is tough though! Where are they studying? ",122,"2AE5K "," 4:55:02 PM ","6X9TB ",8,0,"two","two_122",498,0.858620689655172
"Harvard University. What an expensive place! ||$370 for it, and it will make your nephew so happy. ",122,"6X9TB "," 4:55:28 PM ","2AE5K ",9,1,"two","two_122",524,0.903448275862069
